
104, 245, 0, 0, 0, 0, 0, 0, 25, 38846, 3309, 12, 0, 0, 0, 0, 0, 1915, 26472, 2770, 4, 0, 0, 0, 0, 3, 2854, 49072, 2559, 0, 0, 0, 0, 0, 11, 4447, 67938, 1414, 0, 0, 0, 0, 0, 18, 3501, 31614, 488, 0, 0, 0, 0, 0, 22, 1954, 22072, 12, 0, 0, 0, 0, 0, 0, 221, 242, unknown

75, 76, 0, 0, 0, 0, 0, 0, 7, 2995, 377, 0, 0, 0, 0, 0, 0, 55, 2722, 543, 0, 0, 0, 0, 0, 1, 158, 3751, 294, 0, 0, 0, 0, 0, 8, 260, 4025, 93, 0, 0, 0, 0, 0, 9, 698, 24722, 49, 0, 0, 0, 0, 0, 0, 1871, 22747, 0, 0, 0, 0, 0, 0, 0, 0, 0, unknown

46, 32, 0, 0, 0, 0, 0, 0, 3, 2704, 373, 0, 0, 0, 0, 0, 0, 217, 7794, 1026, 4, 0, 0, 0, 0, 0, 259, 20144, 1146, 0, 0, 0, 0, 0, 0, 3296, 3602, 265, 0, 0, 0, 0, 0, 1, 597, 20332, 64, 0, 0, 0, 0, 0, 46, 1194, 1160, 1, 0, 0, 0, 0, 0, 2, 507, 721, unknown

0, 0, 0, 0, 0, 0, 0, 0, 0, 2270, 143, 0, 0, 0, 0, 0, 0, 81, 225509, 11477, 0, 0, 0, 0, 0, 0, 12600, 653893, 2370, 0, 0, 0, 0, 0, 0, 15152, 185696, 542, 0, 0, 0, 0, 0, 0, 1602, 43068, 292, 0, 0, 0, 0, 0, 0, 905, 19367, 33, 0, 0, 0, 0, 0, 0, 371, 9461, epithelium

18863, 1865, 28, 1, 0, 0, 0, 0, 904, 17704, 1930, 29, 0, 0, 0, 0, 1, 1793, 46164, 4162, 7, 0, 0, 0, 0, 2, 4552, 37782, 1856, 2, 0, 0, 0, 0, 15, 2973, 41823, 2290, 0, 0, 0, 0, 3, 100, 4139, 51769, 923, 0, 0, 0, 0, 1, 149, 3035, 17249, 1, 0, 0, 0, 0, 0, 0, 24, 5, unknown

104, 245, 0, 0, 0, 0, 0, 0, 25, 38846, 3309, 12, 0, 0, 0, 0, 0, 1915, 26472, 2770, 4, 0, 0, 0, 0, 3, 2854, 49072, 2559, 0, 0, 0, 0, 0, 11, 4447, 67938, 1414, 0, 0, 0, 0, 0, 18, 3501, 31614, 488, 0, 0, 0, 0, 0, 22, 1954, 22072, 12, 0, 0, 0, 0, 0, 0, 221, 242, unknown

75, 76, 0, 0, 0, 0, 0, 0, 7, 2995, 377, 0, 0, 0, 0, 0, 0, 55, 2722, 543, 0, 0, 0, 0, 0, 1, 158, 3751, 294, 0, 0, 0, 0, 0, 8, 260, 4025, 93, 0, 0, 0, 0, 0, 9, 698, 24722, 49, 0, 0, 0, 0, 0, 0, 1871, 22747, 0, 0, 0, 0, 0, 0, 0, 0, 0, unknown

46, 32, 0, 0, 0, 0, 0, 0, 3, 2704, 373, 0, 0, 0, 0, 0, 0, 217, 7794, 1026, 4, 0, 0, 0, 0, 0, 259, 20144, 1146, 0, 0, 0, 0, 0, 0, 3296, 3602, 265, 0, 0, 0, 0, 0, 1, 597, 20332, 64, 0, 0, 0, 0, 0, 46, 1194, 1160, 1, 0, 0, 0, 0, 0, 2, 507, 721, unknown

0, 0, 0, 0, 0, 0, 0, 0, 0, 2270, 143, 0, 0, 0, 0, 0, 0, 81, 225509, 11477, 0, 0, 0, 0, 0, 0, 12600, 653893, 2370, 0, 0, 0, 0, 0, 0, 15152, 185696, 542, 0, 0, 0, 0, 0, 0, 1602, 43068, 292, 0, 0, 0, 0, 0, 0, 905, 19367, 33, 0, 0, 0, 0, 0, 0, 371, 9461, epithelium

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 47, 0, 0, 0, 0, 0, 0, 5, 4669, 308, 0, 0, 0, 0, 0, 0, 152, 12199, 425, 0, 0, 0, 0, 0, 0, 340, 23907, 448, 0, 0, 0, 0, 0, 0, 1027, 33963, 143, 0, 0, 0, 0, 0, 0, 933, 17900, stroma

0, 0, 0, 0, 0, 0, 0, 0, 0, 1724, 86, 0, 0, 0, 0, 0, 0, 41, 123424, 5219, 0, 0, 0, 0, 0, 0, 6590, 276446, 982, 0, 0, 0, 0, 0, 0, 6360, 84476, 84, 0, 0, 0, 0, 0, 0, 557, 6690, 8, 0, 0, 0, 0, 0, 0, 99, 1297, 0, 0, 0, 0, 0, 0, 0, 6, 0, epithelium

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1678, 141, 0, 0, 0, 0, 0, 0, 48, 11629, 433, 0, 0, 0, 0, 0, 0, 284, 38248, 839, 0, 0, 0, 0, 0, 0, 1403, 135245, 393, 0, 0, 0, 0, 0, 0, 3226, 42143, stroma

0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 11, 0, 0, 0, 0, 0, 0, 4, 420, 61, 0, 0, 0, 0, 0, 0, 5, 9819, 1032, 0, 0, 0, 0, 0, 0, 413, 37161, 1240, 0, 0, 0, 0, 0, 0, 1219, 61268, 699, 0, 0, 0, 0, 0, 0, 3196, 57692, 8, 0, 0, 0, 0, 0, 0, 300, 510, stroma

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 393, 49, 0, 0, 0, 0, 0, 0, 11, 20048, 1806, 0, 0, 0, 0, 0, 0, 1064, 117794, 1068, 0, 0, 0, 0, 0, 0, 3866, 80993, 45, 0, 0, 0, 0, 0, 0, 632, 2630, 0, 0, 0, 0, 0, 0, 0, 1, 0, epithelium

0, 0, 0, 0, 0, 0, 0, 0, 0, 2270, 143, 0, 0, 0, 0, 0, 0, 81, 225509, 11477, 0, 0, 0, 0, 0, 0, 12600, 653893, 2370, 0, 0, 0, 0, 0, 0, 15152, 185696, 542, 0, 0, 0, 0, 0, 0, 1602, 43068, 292, 0, 0, 0, 0, 0, 0, 905, 19367, 33, 0, 0, 0, 0, 0, 0, 371, 9461, epithelium

0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 20290, 1198, 0, 0, 0, 0, 0, 0, 1391, 96878, 665, 0, 0, 0, 0, 0, 0, 2164, 67759, 194, 0, 0, 0, 0, 0, 0, 854, 16462, 13, 0, 0, 0, 0, 0, 0, 219, 2369, 1, 0, 0, 0, 0, 0, 0, 93, 122, epithelium

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 26, 0, 0, 0, 0, 0, 0, 3, 969, 92, 0, 0, 0, 0, 0, 0, 22, 6722, 235, 0, 0, 0, 0, 0, 0, 143, 19456, 435, 0, 0, 0, 0, 0, 0, 875, 85154, 233, 0, 0, 0, 0, 0, 0, 1827, 17609, stroma

0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 57, 0, 0, 0, 0, 0, 0, 12, 2465, 107, 0, 0, 0, 0, 0, 0, 63, 5535, 224, 0, 0, 0, 0, 0, 0, 194, 34302, 203, 0, 0, 0, 0, 0, 0, 1317, 10181, stroma

0, 0, 0, 0, 0, 0, 0, 0, 0, 1288, 205, 0, 0, 0, 0, 0, 0, 39, 60682, 2684, 0, 0, 0, 0, 0, 0, 3049, 192309, 1354, 0, 0, 0, 0, 0, 0, 4449, 82749, 436, 0, 0, 0, 0, 0, 0, 1683, 26287, 46, 0, 0, 0, 0, 0, 0, 355, 2916, 15, 0, 0, 0, 0, 0, 0, 86, 1292, epithelium

41, 184, 300, 563, 198, 461, 20, 0, 14, 2206, 683, 31, 0, 0, 0, 0, 0, 608, 6355, 1529, 69, 1, 0, 0, 0, 17, 1087, 16161, 3165, 27, 0, 0, 0, 0, 51, 3066, 3344, 349, 0, 0, 0, 1, 7, 319, 1035, 15687, 2845, 0, 0, 0, 0, 3, 102, 1166, 1018, 5, 0, 11, 154, 332, 508, 213, 962, 638, unknown

0, 88, 147, 194, 209, 404, 694, 0, 5, 2421, 1170, 120, 3, 0, 0, 0, 0, 201, 2221, 1050, 84, 8, 0, 0, 0, 14, 632, 3238, 663, 112, 11, 0, 0, 0, 65, 902, 2884, 473, 46, 0, 0, 0, 4, 261, 1005, 3423, 334, 0, 0, 0, 3, 74, 557, 2603, 12678, 635, 0, 5, 101, 173, 285, 667, 5691, 18978, unknown

87, 138, 117, 168, 417, 826, 1, 0, 71, 2397, 690, 41, 2, 0, 0, 0, 0, 64, 2172, 882, 28, 0, 0, 0, 0, 1, 403, 3073, 521, 3, 0, 0, 0, 1, 45, 596, 3256, 276, 0, 0, 0, 0, 26, 631, 2163, 19676, 1688, 0, 0, 0, 1, 58, 493, 4971, 17898, 1, 0, 30, 75, 169, 149, 502, 729, 0, unknown

151, 1259, 1346, 1871, 1603, 676, 54, 0, 219, 30651, 8813, 388, 1, 0, 0, 0, 1, 2484, 21903, 5093, 115, 0, 0, 0, 0, 64, 5849, 39862, 5928, 19, 0, 0, 0, 1, 362, 9261, 55414, 5072, 3, 0, 0, 0, 16, 366, 6824, 25614, 1077, 0, 0, 0, 1, 37, 329, 4768, 17635, 81, 0, 89, 1145, 1364, 1850, 1385, 851, 249, unknown

151, 1259, 1346, 1871, 1603, 676, 54, 0, 219, 30651, 8813, 388, 1, 0, 0, 0, 1, 2484, 21903, 5093, 115, 0, 0, 0, 0, 64, 5849, 39862, 5928, 19, 0, 0, 0, 1, 362, 9261, 55414, 5072, 3, 0, 0, 0, 16, 366, 6824, 25614, 1077, 0, 0, 0, 1, 37, 329, 4768, 17635, 81, 0, 89, 1145, 1364, 1850, 1385, 851, 249, unknown

59, 1179, 1151, 1656, 1848, 779, 288, 0, 159, 29645, 9983, 283, 2, 0, 0, 0, 3, 2354, 21524, 5644, 71, 0, 0, 0, 0, 215, 5633, 40443, 5428, 3, 0, 0, 0, 5, 739, 9114, 56840, 3415, 0, 0, 0, 1, 69, 406, 7747, 24972, 702, 0, 0, 0, 1, 139, 261, 5713, 16730, 7, 1, 546, 1089, 1431, 1866, 1058, 833, 109, unknown

44, 1088, 1173, 1606, 1877, 812, 360, 0, 171, 28053, 11278, 562, 8, 0, 0, 0, 3, 2455, 20856, 6116, 166, 0, 0, 0, 0, 319, 5713, 40467, 5216, 7, 0, 0, 0, 10, 1199, 9222, 57343, 2339, 0, 0, 0, 3, 167, 603, 7980, 24712, 432, 0, 0, 0, 2, 175, 541, 6410, 15723, 0, 1, 644, 1097, 1497, 1878, 979, 809, 28, unknown
