@relation matrizes
@attribute p0 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute p5 numeric
@attribute p6 numeric
@attribute p7 numeric
@attribute p8 numeric
@attribute p9 numeric
@attribute p10 numeric
@attribute p11 numeric
@attribute p12 numeric
@attribute p13 numeric
@attribute p14 numeric
@attribute p15 numeric
@attribute p16 numeric
@attribute p17 numeric
@attribute p18 numeric
@attribute p19 numeric
@attribute p20 numeric
@attribute p21 numeric
@attribute p22 numeric
@attribute p23 numeric
@attribute p24 numeric
@attribute p25 numeric
@attribute p26 numeric
@attribute p27 numeric
@attribute p28 numeric
@attribute p29 numeric
@attribute p30 numeric
@attribute p31 numeric
@attribute p32 numeric
@attribute p33 numeric
@attribute p34 numeric
@attribute p35 numeric
@attribute p36 numeric
@attribute p37 numeric
@attribute p38 numeric
@attribute p39 numeric
@attribute p40 numeric
@attribute p41 numeric
@attribute p42 numeric
@attribute p43 numeric
@attribute p44 numeric
@attribute p45 numeric
@attribute p46 numeric
@attribute p47 numeric
@attribute p48 numeric
@attribute p49 numeric
@attribute p50 numeric
@attribute p51 numeric
@attribute p52 numeric
@attribute p53 numeric
@attribute p54 numeric
@attribute p55 numeric
@attribute p56 numeric
@attribute p57 numeric
@attribute p58 numeric
@attribute p59 numeric
@attribute p60 numeric
@attribute p61 numeric
@attribute p62 numeric
@attribute p63 numeric
@attribute class {stroma,epithelium,unknown}
@data
0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1011,144,0,0,0,0,0,1,243,28101,1881,0,0,0,0,1,526,1961,137282,480,0,0,0,0,1,559,2825,41471,108,0,0,0,1,19,191,530,7499,4,0,0,0,0,15,0,99,191,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,202,29,0,0,0,0,0,1,98,3395,182,0,0,0,0,0,99,190,9887,279,0,0,0,0,0,326,384,27432,364,0,0,0,2,22,347,1029,21551,0,0,0,0,0,7,0,126,93,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,524,65,0,0,0,0,0,1,187,32636,1057,0,0,0,0,2,272,1744,78306,483,0,0,0,0,0,454,1476,43849,256,0,0,0,0,23,514,889,32698,112,0,0,0,2,122,106,776,21987,epithelium

0,0,0,0,0,0,0,0,0,68,6,0,0,0,0,0,0,68,6699,275,0,0,0,0,0,9,702,47974,607,0,0,0,0,0,414,1718,59984,219,0,0,0,0,0,287,966,23627,104,0,0,0,0,10,121,422,14633,71,0,0,0,0,3,0,507,6970,epithelium

0,0,0,0,0,0,0,0,0,56,53,0,0,0,0,0,0,327,23030,261,0,0,0,0,0,11,978,15386,49,0,0,0,0,0,95,278,5149,14,0,0,0,0,1,103,111,1490,2,0,0,0,1,2,16,25,86,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,19,5221,479,0,0,0,0,0,3,862,79594,1392,0,0,0,0,0,516,3301,94431,276,0,0,0,0,1,270,1656,20870,30,0,0,0,0,4,29,213,1381,1,0,0,0,1,16,2,27,82,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2611,304,0,0,0,0,0,3,888,49960,157,0,0,0,0,1,240,1009,13291,5,0,0,0,0,0,23,90,1031,2,0,0,0,0,0,0,17,323,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,0,0,0,0,0,0,2,742,63,0,0,0,0,0,43,155,5160,153,0,0,0,0,1,485,188,28053,241,0,0,0,2,27,239,1057,19305,0,0,0,0,0,0,0,67,125,stroma

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,2387,167,0,0,0,0,0,4,208,8097,263,0,0,0,0,0,121,333,15899,343,0,0,0,0,1,474,566,36833,188,0,0,0,2,17,216,1213,13338,0,0,0,0,0,4,0,104,414,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,34,0,0,0,0,0,0,17,3043,184,0,0,0,0,0,71,201,15114,420,0,0,0,0,0,483,327,36270,544,0,0,0,3,24,818,1326,88831,225,0,0,0,0,75,4,1836,11753,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,486,62,0,0,0,0,0,1,144,4941,278,0,0,0,0,1,79,267,12347,208,0,0,0,0,3,402,469,22990,266,0,0,0,0,27,228,1022,17170,0,0,0,0,0,4,0,41,57,stroma

0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,7,691,107,0,0,0,0,0,0,309,28590,988,0,0,0,0,2,392,1532,60521,317,0,0,0,0,0,274,1511,21227,81,0,0,0,2,13,133,397,5306,6,0,0,0,0,31,5,76,662,epithelium

0,0,0,0,0,0,0,0,0,92,12,0,0,0,0,0,0,36,1734,269,0,0,0,0,0,0,139,12282,1509,0,0,0,0,0,103,523,52844,2518,0,0,0,0,0,576,2051,128221,3933,0,0,0,3,43,2059,6631,416800,448,0,0,0,1,159,13,7574,23652,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,9,662,54,0,0,0,0,0,38,38,4470,244,0,0,0,0,1,260,144,15103,219,0,0,0,2,16,623,557,52078,275,0,0,0,0,210,10,1497,15274,stroma

0,0,0,0,0,0,0,0,0,4134,259,0,0,0,0,0,0,731,34858,351,0,0,0,0,0,17,1106,20655,51,0,0,0,0,0,58,428,4262,11,0,0,0,0,0,34,67,860,0,0,0,0,0,4,32,19,173,3,0,0,0,1,20,10,3,235,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1264,166,0,0,0,0,0,2,354,21441,1058,0,0,0,0,0,252,1022,66371,1021,0,0,0,0,1,839,1961,139987,1042,0,0,0,1,35,344,4914,60993,11,0,0,0,0,41,20,149,296,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,44,0,0,0,0,0,0,42,5178,890,0,0,0,0,1,102,317,26913,842,0,0,0,0,0,671,797,66935,2092,0,0,0,2,48,1205,4059,195301,15,0,0,0,0,1,0,571,1377,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,9,0,0,0,0,0,0,85,2951,207,0,0,0,0,0,52,181,16211,315,0,0,0,0,1,403,379,35271,486,0,0,0,3,28,905,1484,97042,114,0,0,0,0,65,2,1471,9111,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,85,0,0,0,0,0,0,41,4218,312,0,0,0,0,0,42,143,10519,396,0,0,0,0,1,211,287,31755,1711,0,0,0,1,21,1775,1626,263723,800,0,0,0,0,266,26,6626,41701,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,24,0,0,0,0,0,0,22,1207,123,0,0,0,0,0,27,79,5811,275,0,0,0,0,0,190,207,19203,983,0,0,0,2,13,1151,852,134437,982,0,0,0,1,376,44,4661,54403,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,319,17,0,0,0,0,0,0,103,18245,1105,0,0,0,0,2,500,1522,115312,414,0,0,0,0,1,316,2696,30799,25,0,0,0,1,7,113,217,2995,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,15,0,0,0,0,0,1,61,2400,172,0,0,0,0,0,82,149,9382,262,0,0,0,0,3,506,319,35342,363,0,0,0,0,20,338,1292,25064,1,0,0,0,0,0,0,92,248,stroma

0,0,0,0,0,0,0,0,0,136,28,0,0,0,0,0,0,49,6848,590,0,0,0,0,0,5,925,77541,1800,0,0,0,0,0,373,3007,74868,439,0,0,0,0,1,297,2235,25878,69,0,0,0,2,10,92,504,3936,0,0,0,0,0,0,0,37,139,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,248,47,0,0,0,0,0,1,40,4633,308,0,0,0,0,0,45,215,12091,425,0,0,0,0,0,270,359,23618,448,0,0,0,3,16,505,1027,33439,143,0,0,0,1,110,165,933,17624,stroma

0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,168,15874,698,0,0,0,0,0,10,1209,54587,426,0,0,0,0,0,202,1653,28490,86,0,0,0,0,0,133,514,8918,21,0,0,0,0,4,85,94,1959,6,0,0,0,0,6,15,41,399,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3512,376,0,0,0,0,0,2,686,43838,548,0,0,0,0,3,243,1592,20195,38,0,0,0,0,0,52,232,1821,12,0,0,0,0,2,72,20,860,0,0,0,0,1,30,38,35,543,epithelium

0,0,0,0,0,0,0,0,0,467,73,0,0,0,0,0,0,624,76212,642,0,0,0,0,0,26,3219,52469,80,0,0,0,0,1,73,364,7291,47,0,0,0,0,1,138,179,4651,7,0,0,0,0,2,98,102,1949,11,0,0,0,0,82,7,82,872,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,74,0,0,0,0,0,0,60,3478,414,0,0,0,0,0,69,181,11860,464,0,0,0,0,0,406,385,30924,842,0,0,0,0,33,564,1557,52822,85,0,0,0,3,88,33,1268,5233,stroma

0,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,158,26891,298,0,0,0,0,0,5,1984,193824,662,0,0,0,0,0,428,4822,130138,118,0,0,0,0,2,390,1064,28282,48,0,0,0,0,12,185,413,10964,12,0,0,0,0,74,32,116,4779,epithelium

0,0,0,0,0,0,0,0,0,580,75,0,0,0,0,0,0,355,27624,667,0,0,0,0,0,20,1446,54391,201,0,0,0,0,1,150,990,13658,57,0,0,0,0,0,126,297,4277,28,0,0,0,0,5,101,126,2900,18,0,0,0,0,15,12,126,1978,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,31,2123,192,0,0,0,0,0,40,140,10460,650,0,0,0,0,2,277,251,28376,576,0,0,0,1,28,829,1092,83244,553,0,0,0,1,300,8,3372,33915,stroma

0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,51,3074,288,0,0,0,0,0,5,271,19021,1002,0,0,0,0,0,120,601,39523,918,0,0,0,0,2,1114,1557,146416,1386,0,0,0,0,58,476,5537,84941,16,0,0,0,0,8,0,527,2215,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,320,155,0,0,0,0,1,102,226,20339,672,0,0,0,0,0,454,924,23984,105,0,0,0,1,21,101,810,5030,0,0,0,0,1,12,16,28,50,epithelium

0,0,0,0,0,0,0,0,0,6446,272,0,0,0,0,0,0,1084,39666,46,0,0,0,0,0,10,584,6013,16,0,0,0,0,0,44,130,1703,1,0,0,0,0,0,5,22,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,458,181,0,0,0,0,0,0,974,270884,3397,0,0,0,0,0,60,9614,272560,1085,0,0,0,0,0,371,5522,94210,347,0,0,0,0,0,116,1144,31948,253,0,0,0,0,2,54,764,20554,83,0,0,0,2,329,86,436,39727,epithelium

0,0,0,0,0,0,0,0,0,1799,161,0,0,0,0,0,1,716,65517,962,0,0,0,0,0,36,3592,87191,12,0,0,0,0,1,51,268,1218,2,0,0,0,0,0,37,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,1106,134,0,0,0,0,0,0,555,57547,1537,0,0,0,0,0,34,3403,127552,515,0,0,0,0,1,269,2712,40951,124,0,0,0,0,1,233,572,10034,21,0,0,0,0,2,4,148,2001,2,0,0,0,0,0,0,75,467,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,0,0,0,0,0,67,13525,2434,0,0,0,0,1,266,1221,180836,1771,0,0,0,0,2,1100,6744,106117,165,0,0,0,0,48,254,1847,11103,0,0,0,0,0,1,0,39,105,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,28,1005,156,0,0,0,0,0,49,272,29301,853,0,0,0,0,2,471,1387,45989,185,0,0,0,0,9,259,1108,13836,7,0,0,0,1,87,93,95,1509,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147,47,0,0,0,0,0,2,28,3320,312,0,0,0,0,0,46,178,12118,557,0,0,0,0,1,223,327,28139,617,0,0,0,2,13,1079,1089,131634,763,0,0,0,0,433,51,4371,57550,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,14,0,0,0,0,0,1,41,2479,238,0,0,0,0,0,86,180,17544,204,0,0,0,0,0,286,518,20744,377,0,0,0,1,17,738,728,51652,257,0,0,0,2,141,19,1532,26029,epithelium

0,0,0,0,0,0,0,0,0,138,30,0,0,0,0,0,0,37,6833,405,0,0,0,0,0,9,471,25283,586,0,0,0,0,0,164,893,42264,684,0,0,0,0,2,686,1671,76655,173,0,0,0,2,26,168,1924,11041,0,0,0,0,0,0,0,6,5,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,72,2162,237,0,0,0,0,0,114,366,18751,160,0,0,0,0,2,272,557,10227,54,0,0,0,1,11,74,275,3648,6,0,0,0,0,6,0,58,578,epithelium

0,0,0,0,0,0,0,0,0,3380,307,0,0,0,0,0,0,643,106933,4635,0,0,0,0,0,34,6512,475339,1874,0,0,0,0,0,478,8634,160272,715,0,0,0,0,1,549,3355,87662,134,0,0,0,0,7,84,1370,16264,5,0,0,0,0,28,28,199,6039,epithelium

0,0,0,0,0,0,0,0,0,119,4,0,0,0,0,0,0,94,10043,1083,0,0,0,0,0,9,1779,118245,478,0,0,0,0,0,240,2641,42299,48,0,0,0,0,1,114,443,5759,13,0,0,0,0,8,29,114,1502,0,0,0,0,0,39,0,28,198,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6530,685,0,0,0,0,0,9,1333,64969,224,0,0,0,0,1,181,1199,13147,55,0,0,0,0,0,52,169,4070,13,0,0,0,1,6,49,89,977,4,0,0,0,0,0,0,21,82,epithelium

0,4,0,0,0,0,0,0,52,28741,1169,0,0,0,0,0,0,2260,118957,763,0,0,0,0,0,15,2795,42022,108,0,0,0,0,0,98,702,8331,30,0,0,0,0,0,81,195,3508,9,0,0,0,0,1,15,86,737,0,0,0,0,0,0,0,2,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,172,0,0,0,0,0,0,109,9014,542,0,0,0,0,0,83,314,18691,424,0,0,0,0,2,472,632,33396,668,0,0,0,2,26,579,1748,41385,23,0,0,0,0,13,0,533,1176,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10235,1054,0,0,0,0,0,8,1018,107992,1227,0,0,0,0,1,486,4347,70395,117,0,0,0,0,1,301,930,10300,25,0,0,0,0,7,76,207,1804,0,0,0,0,0,3,0,29,52,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1634,240,0,0,0,0,0,1,106,11715,647,0,0,0,0,0,102,382,19100,404,0,0,0,0,2,626,751,46835,887,0,0,0,1,23,514,2205,49351,14,0,0,0,0,13,0,551,1518,stroma

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1208,144,0,0,0,0,0,0,100,7251,348,0,0,0,0,1,36,240,15172,266,0,0,0,0,0,567,534,38028,455,0,0,0,2,28,455,1836,24960,2,0,0,0,0,0,0,48,430,stroma

0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,212,28807,1288,0,0,0,0,0,19,3092,213379,1454,0,0,0,0,1,425,4946,180972,802,0,0,0,0,1,388,2972,81641,293,0,0,0,0,7,100,1317,24845,52,0,0,0,0,74,0,398,12759,epithelium

0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,206,15390,641,0,0,0,0,0,28,2397,172417,142,0,0,0,0,0,153,1440,24919,24,0,0,0,0,0,99,171,7276,10,0,0,0,0,5,18,82,2964,3,0,0,0,0,14,0,70,944,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2446,215,0,0,0,0,0,4,406,16699,247,0,0,0,0,1,128,642,20668,90,0,0,0,0,3,242,618,9775,4,0,0,0,0,3,14,124,751,0,0,0,0,0,0,0,0,0,stroma

53394,5591,0,0,0,0,0,0,7928,1929786,7816,0,0,0,0,0,0,34851,674547,2683,0,0,0,0,0,40,9902,246360,1055,0,0,0,0,0,193,5476,123547,371,0,0,0,0,0,209,2682,57281,45,0,0,0,0,7,46,731,3859,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,17,0,0,0,0,0,0,52,4808,277,0,0,0,0,1,89,356,22144,384,0,0,0,0,3,582,719,43585,358,0,0,0,0,39,314,1714,17762,0,0,0,0,0,3,0,5,0,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,367,106,0,0,0,0,0,0,146,21927,1452,0,0,0,0,0,215,899,89170,2384,0,0,0,0,1,1002,2654,175611,2091,0,0,0,2,53,1158,7326,224849,221,0,0,0,0,96,7,3106,14226,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,646,74,0,0,0,0,0,19,93,5135,252,0,0,0,0,0,363,204,21802,578,0,0,0,3,15,488,912,39119,41,0,0,0,1,57,51,804,4141,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,225,13,0,0,0,0,0,5,74,2080,81,0,0,0,0,0,44,132,10809,342,0,0,0,0,1,384,363,34431,248,0,0,0,2,25,715,1066,68121,108,0,0,0,0,116,7,1126,9794,stroma

38,11,0,0,0,0,0,0,15,1041,107,0,0,0,0,0,0,656,90797,1758,0,0,0,0,0,44,4834,94960,309,0,0,0,0,0,123,1635,20950,64,0,0,0,0,0,147,177,4895,42,0,0,0,0,14,111,101,3584,15,0,0,0,2,155,10,122,2724,epithelium

